geneSet	description	link	size	overlap	expect	enrichmentRatio	pValue	FDR	overlapId	userId	DB
GO:0006282	regulation of DNA repair	http://amigo.geneontology.org/amigo/term/GO:0006282	79	15	4.28289797930015	3.50230149597238	1.81616299558263e-05	0.000574374230055489	641;672;1111;1663;2187;2305;3014;5111;5888;7398;7913;8091;8914;10635;10721	CHEK1;FOXM1;BRCA1;RAD51AP1;POLQ;RAD51;BLM;TIMELESS;FANCB;PCNA;H2AFX;DEK;USP1;DDX11;HMGA2	geneontology_Biological_Process
GO:0048146	positive regulation of fibroblast proliferation	http://amigo.geneontology.org/amigo/term/GO:0048146	45	11	2.43962543124692	4.50888888888889	2.02302575769142e-05	0.000636241600793952	358;890;891;972;990;1021;1869;2069;5319;5591;8877	CDC6;CCNA2;CCNB1;E2F1;PRKDC;PLA2G1B;SPHK1;AQP1;CDK6;CD74;EREG	geneontology_Biological_Process
GO:0019882	antigen processing and presentation	http://amigo.geneontology.org/amigo/term/GO:0019882	156	22	8.45736816165599	2.60128205128205	3.35837891778379e-05	0.00105037475434111	909;911;913;972;1062;1510;1512;3115;3119;3123;3127;3797;3832;5865;6363;9493;11004;23180;24137;29127;56992;81930	KIF23;KIF4A;KIF2C;KIF11;KIF15;RACGAP1;CENPE;KIF18A;KIF3C;CTSH;CD1C;CD1E;RAB3B;RFTN1;CD1A;CTSE;HLA-DPB1;HLA-DRB1;CD74;HLA-DRB5;HLA-DQB1;CCL19	geneontology_Biological_Process
GO:2000104	negative regulation of DNA-dependent DNA replication	http://amigo.geneontology.org/amigo/term/GO:2000104	19	7	1.03006407097092	6.79569377990431	3.76887682644877e-05	0.00117228635794102	641;675;2956;8914;11200;26271;51053	BLM;TIMELESS;FBXO5;BRCA2;MSH6;GMNN;CHEK2	geneontology_Biological_Process
GO:0032886	regulation of microtubule-based process	http://amigo.geneontology.org/amigo/term/GO:0032886	158	22	8.5657959586003	2.56835443037975	4.09855684493365e-05	0.00126786504367046	672;899;1111;2288;3832;3925;4751;5347;6491;6790;8851;10460;10615;10733;11170;22974;26586;29899;81930;220134;221150;348235	SPAG5;TPX2;CHEK1;KIF11;BRCA1;NEK2;PLK4;SKA3;PLK1;SKA1;STIL;TACC3;AURKA;KIF18A;CCNF;CKAP2;STMN1;SKA2;GPSM2;FKBP4;CDK5R1;FAM107A	geneontology_Biological_Process
GO:0060249	anatomical structure homeostasis	http://amigo.geneontology.org/amigo/term/GO:0060249	329	36	17.8363725973386	2.01834760983697	4.29979919187584e-05	0.00132288930571789	563;580;641;675;898;908;1001;1512;1736;1763;2237;4057;4751;5111;5284;5557;5558;5591;5881;5888;5982;5983;5984;5985;6441;7037;9134;9156;9212;9401;9476;10518;22948;23649;653509;729238	EXO1;NEK2;RAD51;BLM;AURKB;FEN1;RFC4;RFC5;PRIM1;POLA2;RFC3;CCNE1;DNA2;RECQL4;BRCA2;RFC2;CCNE2;PRIM2;DKC1;PCNA;BARD1;CCT5;PRKDC;CCT6A;NAPSA;CTSH;TFRC;PIGR;SFTPD;CIB2;SFTPA1;SFTPA2;RAC3;CDH3;LTF;AZGP1	geneontology_Biological_Process
GO:0072331	signal transduction by p53 class mediator	http://amigo.geneontology.org/amigo/term/GO:0072331	193	25	10.4632824051257	2.3893075836081	4.32440021281844e-05	0.00132326646512244	672;675;891;972;983;995;1017;1111;1869;1870;2305;4436;4582;5111;5366;6790;7832;9212;11200;22974;26585;51512;60401;79915;144455	TPX2;GTSE1;CHEK1;FOXM1;BRCA1;CDK1;CCNB1;AURKB;CDC25C;AURKA;CDK2;E2F2;E2F1;ATAD5;E2F7;BRCA2;MSH2;PCNA;CHEK2;BTG2;PMAIP1;MUC1;EDA2R;GREM1;CD74	geneontology_Biological_Process
GO:0010639	negative regulation of organelle organization	http://amigo.geneontology.org/amigo/term/GO:0010639	291	33	15.7762444553967	2.09175257731959	4.41406849609471e-05	0.00134344310518237	672;699;701;891;899;991;1063;1111;1191;1786;1789;1843;2288;3159;3925;4085;4171;4751;5217;5347;7153;7272;9212;9232;9319;9700;10395;10403;26271;26586;27085;29028;81620	TTK;BUB1;CHEK1;BUB1B;TOP2A;ESPL1;BRCA1;NEK2;NDC80;PLK1;CDC20;CCNB1;CENPF;AURKB;MAD2L1;TRIP13;MCM2;ATAD2;CDT1;FBXO5;MTBP;CCNF;CKAP2;HMGA1;PTTG1;STMN1;DNMT3B;DNMT1;PFN2;FKBP4;DLC1;CLU;DUSP1	geneontology_Biological_Process
GO:1901976	regulation of cell cycle checkpoint	http://amigo.geneontology.org/amigo/term/GO:1901976	26	8	1.409561360276	5.67552447552448	4.64357161705786e-05	0.0014057357713457	891;1843;4085;10403;11200;55159;79968;81620	NDC80;CCNB1;MAD2L1;CDT1;WDR76;RFWD3;CHEK2;DUSP1	geneontology_Biological_Process
GO:0006284	base-excision repair	http://amigo.geneontology.org/amigo/term/GO:0006284	41	10	2.2227698373583	4.49889135254989	4.92347851028807e-05	0.00148254318333727	1763;2237;3159;3978;5426;6996;7374;8091;9401;10721	POLQ;FEN1;DNA2;RECQL4;POLE;UNG;HMGA1;LIG1;TDG;HMGA2	geneontology_Biological_Process
GO:0007569	cell aging	http://amigo.geneontology.org/amigo/term/GO:0007569	86	15	4.66239526860522	3.21723044397463	5.16269516828149e-05	0.00154635012421384	675;983;1021;1029;1111;2305;3014;3159;5549;5591;5933;8091;10135;11200;26271	CHEK1;FOXM1;CDK1;FBXO5;RBL1;BRCA2;HMGA1;CHEK2;H2AFX;PRKDC;NAMPT;CDK6;HMGA2;PRELP;CDKN2A	geneontology_Biological_Process
GO:0006959	humoral immune response	http://amigo.geneontology.org/amigo/term/GO:0006959	185	24	10.0295712173484	2.39292383292383	5.97991622994787e-05	0.00178170030409131	718;722;730;1191;1361;1511;1675;1755;2243;2244;2597;3119;3627;3853;4057;4283;5225;5319;6373;6441;6590;8970;9156;11005	EXO1;GAPDH;PLA2G1B;C7;PGC;SFTPD;HIST1H2BJ;C4BPA;CLU;SLPI;CXCL10;CTSG;SPINK5;CPB2;DMBT1;HLA-DQB1;CFD;C3;CXCL11;CXCL9;FGB;LTF;FGA;KRT6A	geneontology_Biological_Process
GO:2000573	positive regulation of DNA biosynthetic process	http://amigo.geneontology.org/amigo/term/GO:2000573	59	12	3.19862000985707	3.75161787365177	6.1518134184535e-05	0.0018233201969563	908;1736;4751;5982;5983;5984;5985;9212;22948;26585;63922;79075	NEK2;AURKB;DSCC1;RFC4;RFC5;RFC3;RFC2;DKC1;CCT5;CCT6A;CHTF18;GREM1	geneontology_Biological_Process
GO:0009314	response to radiation	http://amigo.geneontology.org/amigo/term/GO:0009314	362	38	19.6254312469197	1.93626318432948	6.56235078786427e-05	0.00193486811510936	358;440;641;672;675;993;1111;1789;1843;1894;2177;2189;2237;2353;2956;3014;3198;3627;4239;4436;5111;5591;5888;6240;6354;7398;7516;8091;8438;9212;10135;10635;11073;11200;51514;55159;55872;84152	RAD54L;CHEK1;BRCA1;DTL;RAD51AP1;XRCC2;CDC25A;RAD51;BLM;AURKB;FEN1;FANCD2;ECT2;PBK;TOPBP1;FANCG;BRCA2;MSH6;MSH2;RFWD3;RRM1;PCNA;CHEK2;H2AFX;PRKDC;DNMT3B;USP1;ASNS;MFAP4;HOXA1;AQP1;NAMPT;FOS;CXCL10;HMGA2;PPP1R1B;DUSP1;CCL7	geneontology_Biological_Process
GO:0051384	response to glucocorticoid	http://amigo.geneontology.org/amigo/term/GO:0051384	130	19	7.04780680137999	2.69587412587413	6.98211967155027e-05	0.00204796784770187	133;249;358;790;1373;1789;1843;1978;2353;2354;2706;3329;5111;6285;7298;7356;8061;11170;114131	TYMS;PCNA;DNMT3B;CAD;HSPD1;EIF4EBP1;ALPL;AQP1;FOS;S100B;ADM;SCGB1A1;FOSL1;FAM107A;DUSP1;GJB2;UCN3;FOSB;CPS1	geneontology_Biological_Process
GO:0043044	ATP-dependent chromatin remodeling	http://amigo.geneontology.org/amigo/term/GO:0043044	51	11	2.76490882207984	3.97843137254902	7.05759949275464e-05	0.00205943663548887	86;1058;4678;11339;55166;55355;55839;64105;64946;79172;81611	HJURP;CENPA;OIP5;CENPN;CENPO;CENPK;CENPH;ACTL6A;CENPQ;NASP;ANP32E	geneontology_Biological_Process
GO:0016572	histone phosphorylation	http://amigo.geneontology.org/amigo/term/GO:0016572	35	9	1.89748644652538	4.74311688311688	7.519260988742e-05	0.00218289930550095	890;891;983;1017;1111;6790;7443;8091;9212	CHEK1;CCNA2;CDK1;CCNB1;AURKB;AURKA;CDK2;VRK1;HMGA2	geneontology_Biological_Process
GO:0019884	antigen processing and presentation of exogenous antigen	http://amigo.geneontology.org/amigo/term/GO:0019884	120	18	6.50566781665845	2.76681818181818	7.63402325965057e-05	0.00220490845269805	909;911;913;972;1062;1510;3115;3119;3123;3127;3797;3832;9493;11004;24137;29127;56992;81930	KIF23;KIF4A;KIF2C;KIF11;KIF15;RACGAP1;CENPE;KIF18A;KIF3C;CD1C;CD1E;CD1A;CTSE;HLA-DPB1;HLA-DRB1;CD74;HLA-DRB5;HLA-DQB1	geneontology_Biological_Process
GO:0019886	antigen processing and presentation of exogenous peptide antigen via MHC class II	http://amigo.geneontology.org/amigo/term/GO:0019886	90	15	4.87925086249384	3.07424242424242	8.8800836179237e-05	0.00255178443457188	972;1062;1510;3115;3119;3123;3127;3797;3832;9493;11004;24137;29127;56992;81930	KIF23;KIF4A;KIF2C;KIF11;KIF15;RACGAP1;CENPE;KIF18A;KIF3C;CTSE;HLA-DPB1;HLA-DRB1;CD74;HLA-DRB5;HLA-DQB1	geneontology_Biological_Process
GO:2000105	positive regulation of DNA-dependent DNA replication	http://amigo.geneontology.org/amigo/term/GO:2000105	10	5	0.542138984721538	9.22272727272727	9.23033740098944e-05	0.00258677920925749	1017;8317;80174;81620;144455	CDT1;CDK2;CDC7;DBF4B;E2F7	geneontology_Biological_Process
GO:0051782	negative regulation of cell division	http://amigo.geneontology.org/amigo/term/GO:0051782	10	5	0.542138984721538	9.22272727272727	9.23033740098944e-05	0.00258677920925749	641;9212;56241;144455;259266	ASPM;BLM;AURKB;E2F7;SUSD2	geneontology_Biological_Process
GO:0051315	attachment of mitotic spindle microtubules to kinetochore	http://amigo.geneontology.org/amigo/term/GO:0051315	10	5	0.542138984721538	9.22272727272727	9.23033740098944e-05	0.00258677920925749	1062;10403;11004;81620;83540	KIF2C;NDC80;CENPE;NUF2;CDT1	geneontology_Biological_Process
GO:0048875	chemical homeostasis within a tissue	http://amigo.geneontology.org/amigo/term/GO:0048875	10	5	0.542138984721538	9.22272727272727	9.23033740098944e-05	0.00258677920925749	1512;6441;9476;653509;729238	NAPSA;CTSH;SFTPD;SFTPA1;SFTPA2	geneontology_Biological_Process
GO:0051231	spindle elongation	http://amigo.geneontology.org/amigo/term/GO:0051231	10	5	0.542138984721538	9.22272727272727	9.23033740098944e-05	0.00258677920925749	9055;9212;9493;24137;29127	KIF23;KIF4A;PRC1;RACGAP1;AURKB	geneontology_Biological_Process
GO:0031960	response to corticosteroid	http://amigo.geneontology.org/amigo/term/GO:0031960	145	20	7.8610152784623	2.54420062695925	0.000103906949244448	0.00289762187030945	133;249;358;790;1373;1789;1843;1978;2353;2354;2706;3329;5111;5901;6285;7298;7356;8061;11170;114131	TYMS;PCNA;RAN;DNMT3B;CAD;HSPD1;EIF4EBP1;ALPL;AQP1;FOS;S100B;ADM;SCGB1A1;FOSL1;FAM107A;DUSP1;GJB2;UCN3;FOSB;CPS1	geneontology_Biological_Process
GO:0006338	chromatin remodeling	http://amigo.geneontology.org/amigo/term/GO:0006338	123	18	6.66830951207491	2.69933481152993	0.000105910701222678	0.00293902195892931	86;1029;1058;1111;3070;3148;3159;4678;8091;11339;55166;55355;55839;64105;64946;79172;79723;81611	HJURP;CHEK1;CENPA;OIP5;CENPN;HELLS;CENPO;CENPK;CENPH;SUV39H2;HMGB2;HMGA1;ACTL6A;CENPQ;NASP;ANP32E;HMGA2;CDKN2A	geneontology_Biological_Process
GO:0002495	antigen processing and presentation of peptide antigen via MHC class II	http://amigo.geneontology.org/amigo/term/GO:0002495	92	15	4.98767865943815	3.00741106719368	0.000114921190506823	0.00317350663150792	972;1062;1510;3115;3119;3123;3127;3797;3832;9493;11004;24137;29127;56992;81930	KIF23;KIF4A;KIF2C;KIF11;KIF15;RACGAP1;CENPE;KIF18A;KIF3C;CTSE;HLA-DPB1;HLA-DRB1;CD74;HLA-DRB5;HLA-DQB1	geneontology_Biological_Process
GO:0002504	antigen processing and presentation of peptide or polysaccharide antigen via MHC class II	http://amigo.geneontology.org/amigo/term/GO:0002504	93	15	5.0418925579103	2.97507331378299	0.000130324310787411	0.00358138797751229	972;1062;1510;3115;3119;3123;3127;3797;3832;9493;11004;24137;29127;56992;81930	KIF23;KIF4A;KIF2C;KIF11;KIF15;RACGAP1;CENPE;KIF18A;KIF3C;CTSE;HLA-DPB1;HLA-DRB1;CD74;HLA-DRB5;HLA-DQB1	geneontology_Biological_Process
GO:0008156	negative regulation of DNA replication	http://amigo.geneontology.org/amigo/term/GO:0008156	30	8	1.62641695416461	4.91878787878788	0.000143505980835901	0.00392457660633833	641;675;990;2956;8914;11200;26271;51053	CDC6;BLM;TIMELESS;FBXO5;BRCA2;MSH6;GMNN;CHEK2	geneontology_Biological_Process
GO:0022412	cellular process involved in reproduction in multicellular organism	http://amigo.geneontology.org/amigo/term/GO:0022412	208	25	11.276490882208	2.21700174825175	0.000147762225093606	0.00402154786661012	675;891;1080;2069;2175;2189;3148;4436;4603;5347;5901;6690;6790;7153;7272;7704;8061;9319;23397;26256;26271;56729;81930;83990;259266	TTK;NCAPH;TOP2A;ASPM;PLK1;BRIP1;CCNB1;TRIP13;AURKA;KIF18A;FBXO5;FANCA;FANCG;BRCA2;MSH2;HMGB2;RAN;MYBL1;ZBTB16;CFTR;FOSL1;CABYR;RETN;SPINK1;EREG	geneontology_Biological_Process
GO:0090344	negative regulation of cell aging	http://amigo.geneontology.org/amigo/term/GO:0090344	23	7	1.24691966485954	5.61383399209486	0.000151633996843814	0.00408761931491824	1021;2305;5591;5933;8091;10135;26271	FOXM1;FBXO5;RBL1;PRKDC;NAMPT;CDK6;HMGA2	geneontology_Biological_Process
GO:0051984	positive regulation of chromosome segregation	http://amigo.geneontology.org/amigo/term/GO:0051984	23	7	1.24691966485954	5.61383399209486	0.000151633996843814	0.00408761931491824	891;990;1663;2237;9700;9787;81620	CDC6;ESPL1;DLGAP5;CCNB1;FEN1;CDT1;DDX11	geneontology_Biological_Process
GO:0007568	aging	http://amigo.geneontology.org/amigo/term/GO:0007568	259	29	14.0413997042878	2.06532116532117	0.000159062992832304	0.00426756209679466	133;177;347;675;983;1021;1029;1111;2305;2353;2706;2956;3014;3159;4017;4436;4521;5549;5591;5933;7298;8091;8438;9212;10135;11200;22943;26271;56729	RAD54L;CHEK1;FOXM1;CDK1;AURKB;TYMS;FBXO5;RBL1;BRCA2;MSH6;MSH2;HMGA1;CHEK2;H2AFX;PRKDC;NUDT1;NAMPT;FOS;CDK6;LOXL2;ADM;HMGA2;PRELP;AGER;CDKN2A;APOD;GJB2;RETN;DKK1	geneontology_Biological_Process
GO:0051988	regulation of attachment of spindle microtubules to kinetochore	http://amigo.geneontology.org/amigo/term/GO:0051988	11	5	0.596352883193692	8.38429752066116	0.000161692016239723	0.00429736386823038	891;1894;4751;10615;29127	SPAG5;NEK2;RACGAP1;CCNB1;ECT2	geneontology_Biological_Process
GO:0035404	histone-serine phosphorylation	http://amigo.geneontology.org/amigo/term/GO:0035404	11	5	0.596352883193692	8.38429752066116	0.000161692016239723	0.00429736386823038	891;6790;7443;8091;9212	CCNB1;AURKB;AURKA;VRK1;HMGA2	geneontology_Biological_Process
GO:0031109	microtubule polymerization or depolymerization	http://amigo.geneontology.org/amigo/term/GO:0031109	85	14	4.60818137013307	3.03807486631016	0.000172644222769414	0.00456700441634416	2288;3925;7283;8851;9793;9928;11004;11076;26271;26586;81930;220134;221150;348235	KIF2C;KIF14;SKA3;SKA1;KIF18A;FBXO5;CKAP2;TUBG1;STMN1;CKAP5;SKA2;FKBP4;CDK5R1;TPPP	geneontology_Biological_Process
GO:0007050	cell cycle arrest	http://amigo.geneontology.org/amigo/term/GO:0007050	198	24	10.7343518974864	2.23581267217631	0.000175165613775063	0.00461215134688667	580;672;891;983;995;1017;1021;1029;1033;1843;1869;2305;4436;4582;5111;6790;7832;8091;8851;9585;11200;27085;51512;144455	GTSE1;FOXM1;BRCA1;CDK1;CCNB1;CDC25C;CDKN3;AURKA;CDK2;KIF20B;E2F1;MTBP;E2F7;MSH2;PCNA;BARD1;CHEK2;CDK5R1;BTG2;MUC1;CDK6;HMGA2;DUSP1;CDKN2A	geneontology_Biological_Process
GO:2000773	negative regulation of cellular senescence	http://amigo.geneontology.org/amigo/term/GO:2000773	17	6	0.921636274026614	6.51016042780749	0.000182885113367837	0.00474914048979506	1021;5591;5933;8091;10135;26271	FBXO5;RBL1;PRKDC;NAMPT;CDK6;HMGA2	geneontology_Biological_Process
GO:0000729	DNA double-strand break processing	http://amigo.geneontology.org/amigo/term/GO:0000729	17	6	0.921636274026614	6.51016042780749	0.000182885113367837	0.00474914048979506	580;641;672;1763;9156;83990	EXO1;BRCA1;BRIP1;BLM;DNA2;BARD1	geneontology_Biological_Process
GO:0051307	meiotic chromosome separation	http://amigo.geneontology.org/amigo/term/GO:0051307	17	6	0.921636274026614	6.51016042780749	0.000182885113367837	0.00474914048979506	641;7153;7272;9700;23397;146956	TTK;NCAPH;EME1;TOP2A;ESPL1;BLM	geneontology_Biological_Process
GO:0006297	nucleotide-excision repair, DNA gap filling	http://amigo.geneontology.org/amigo/term/GO:0006297	24	7	1.30113356333169	5.37992424242424	0.000204158855155345	0.00527736657093338	3978;5111;5426;5982;5983;5984;5985	RFC4;RFC5;RFC3;POLE;RFC2;PCNA;LIG1	geneontology_Biological_Process
GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide	http://amigo.geneontology.org/amigo/term/GO:0061844	49	10	2.65648102513553	3.76437847866419	0.000243939667626369	0.0062770111746949	2597;3627;3853;4057;4283;5225;5319;6373;8970;11005	GAPDH;PLA2G1B;PGC;HIST1H2BJ;CXCL10;SPINK5;CXCL11;CXCL9;LTF;KRT6A	geneontology_Biological_Process
GO:0006833	water transport	http://amigo.geneontology.org/amigo/term/GO:0006833	12	5	0.650566781665845	7.68560606060606	0.000264867248044309	0.00660534577611822	358;360;361;362;1080	AQP3;AQP1;AQP4;CFTR;AQP5	geneontology_Biological_Process
GO:0000212	meiotic spindle organization	http://amigo.geneontology.org/amigo/term/GO:0000212	12	5	0.650566781665845	7.68560606060606	0.000264867248044309	0.00660534577611822	6790;7283;9700;26271;259266	ESPL1;ASPM;AURKA;FBXO5;TUBG1	geneontology_Biological_Process
GO:0090231	regulation of spindle checkpoint	http://amigo.geneontology.org/amigo/term/GO:0090231	12	5	0.650566781665845	7.68560606060606	0.000264867248044309	0.00660534577611822	891;1843;4085;10403;81620	NDC80;CCNB1;MAD2L1;CDT1;DUSP1	geneontology_Biological_Process
GO:0090266	regulation of mitotic cell cycle spindle assembly checkpoint	http://amigo.geneontology.org/amigo/term/GO:0090266	12	5	0.650566781665845	7.68560606060606	0.000264867248044309	0.00660534577611822	891;1843;4085;10403;81620	NDC80;CCNB1;MAD2L1;CDT1;DUSP1	geneontology_Biological_Process
GO:1903504	regulation of mitotic spindle checkpoint	http://amigo.geneontology.org/amigo/term/GO:1903504	12	5	0.650566781665845	7.68560606060606	0.000264867248044309	0.00660534577611822	891;1843;4085;10403;81620	NDC80;CCNB1;MAD2L1;CDT1;DUSP1	geneontology_Biological_Process
GO:0002566	somatic diversification of immune receptors via somatic mutation	http://amigo.geneontology.org/amigo/term/GO:0002566	12	5	0.650566781665845	7.68560606060606	0.000264867248044309	0.00660534577611822	2956;4436;7374;9156;10721	EXO1;POLQ;UNG;MSH6;MSH2	geneontology_Biological_Process
GO:0016446	somatic hypermutation of immunoglobulin genes	http://amigo.geneontology.org/amigo/term/GO:0016446	12	5	0.650566781665845	7.68560606060606	0.000264867248044309	0.00660534577611822	2956;4436;7374;9156;10721	EXO1;POLQ;UNG;MSH6;MSH2	geneontology_Biological_Process
GO:0009262	deoxyribonucleotide metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009262	25	7	1.35534746180384	5.16472727272727	0.000270434663594332	0.00671460802898033	1841;4521;6240;6241;6996;7298;7374	RRM2;TYMS;UNG;RRM1;DTYMK;TDG;NUDT1	geneontology_Biological_Process
GO:0090342	regulation of cell aging	http://amigo.geneontology.org/amigo/term/GO:0090342	41	9	2.2227698373583	4.0490022172949	0.000278830911487615	0.00686287734752778	1021;1029;2305;3159;5591;5933;8091;10135;26271	FOXM1;FBXO5;RBL1;HMGA1;PRKDC;NAMPT;CDK6;HMGA2;CDKN2A	geneontology_Biological_Process
GO:0000731	DNA synthesis involved in DNA repair	http://amigo.geneontology.org/amigo/term/GO:0000731	41	9	2.2227698373583	4.0490022172949	0.000278830911487615	0.00686287734752778	641;5111;5426;5427;5982;5983;5984;5985;51514	DTL;BLM;RFC4;RFC5;POLE2;RFC3;POLE;RFC2;PCNA	geneontology_Biological_Process
GO:0000018	regulation of DNA recombination	http://amigo.geneontology.org/amigo/term/GO:0000018	69	12	3.74075899457861	3.20790513833992	0.000295222614242863	0.00723487107891275	641;1111;2187;2956;3838;4436;5888;7037;7374;10635;10721;79915	CHEK1;RAD51AP1;POLQ;RAD51;KPNA2;BLM;FANCB;ATAD5;UNG;MSH6;MSH2;TFRC	geneontology_Biological_Process
GO:0003006	developmental process involved in reproduction	http://amigo.geneontology.org/amigo/term/GO:0003006	491	45	26.6190241498275	1.69052027402333	0.000350273440897553	0.00854697391776313	133;249;675;891;899;1050;1080;2069;2175;2189;2288;2705;2706;2707;3148;3206;4436;4521;4678;5268;5591;5901;6240;6469;6690;6790;6943;7080;7704;8061;8614;8999;9319;10265;10371;10733;26256;26271;56729;57122;81930;83990;84733;144455;259266	PLK4;ASPM;BRIP1;CCNB1;TRIP13;AURKA;KIF18A;FBXO5;FANCA;CCNF;FANCG;E2F7;BRCA2;MSH2;HMGB2;RRM1;RAN;NUP107;PRKDC;NASP;NUDT1;FKBP4;SHH;STC2;ALPL;TCF21;SEMA3A;GJB1;IRX5;ZBTB16;CBX2;CFTR;NKX2-1;ADM;CDKL2;HOXA10;FOSL1;SERPINB5;CEBPA;GJB2;CABYR;RETN;SPINK1;EREG;GJB3	geneontology_Biological_Process
GO:0071695	anatomical structure maturation	http://amigo.geneontology.org/amigo/term/GO:0071695	124	17	6.72252341054707	2.52881231671554	0.0003629953450488	0.00881938475674359	675;891;1001;2069;2261;4057;5881;6790;7298;8851;9319;10265;10365;11005;26271;26585;51083	CCNB1;TRIP13;AURKA;TYMS;FBXO5;BRCA2;CDK5R1;KLF2;IRX5;SPINK5;RAC3;GREM1;GAL;FGFR3;CDH3;EREG;LTF	geneontology_Biological_Process
GO:1904666	regulation of ubiquitin protein ligase activity	http://amigo.geneontology.org/amigo/term/GO:1904666	19	6	1.03006407097092	5.82488038277512	0.000365302693820513	0.00883751516973471	991;4085;5347;11065;26271;27338	PLK1;CDC20;MAD2L1;UBE2C;FBXO5;UBE2S	geneontology_Biological_Process
GO:2000772	regulation of cellular senescence	http://amigo.geneontology.org/amigo/term/GO:2000772	34	8	1.84327254805323	4.34010695187166	0.000367410487950748	0.00885068413740078	1021;1029;3159;5591;5933;8091;10135;26271	FBXO5;RBL1;HMGA1;PRKDC;NAMPT;CDK6;HMGA2;CDKN2A	geneontology_Biological_Process
GO:0002200	somatic diversification of immune receptors	http://amigo.geneontology.org/amigo/term/GO:0002200	61	11	3.30704780680138	3.32622950819672	0.000378690919888403	0.00908376820969596	2956;3148;3329;3978;4436;5591;7037;7374;9156;10721;79915	EXO1;POLQ;ATAD5;UNG;MSH6;MSH2;HMGB2;LIG1;PRKDC;HSPD1;TFRC	geneontology_Biological_Process
GO:0006301	postreplication repair	http://amigo.geneontology.org/amigo/term/GO:0006301	43	9	2.33119763430261	3.86067653276956	0.000407384065077565	0.00973080671900462	672;4436;5111;5427;5982;5983;5984;5985;51514	BRCA1;DTL;RFC4;RFC5;POLE2;RFC3;MSH2;RFC2;PCNA	geneontology_Biological_Process
GO:0030397	membrane disassembly	http://amigo.geneontology.org/amigo/term/GO:0030397	13	5	0.704780680137999	7.0944055944056	0.000411306227992236	0.0097422784797659	891;983;5347;7443;9133	CCNB2;PLK1;CDK1;CCNB1;VRK1	geneontology_Biological_Process
GO:0051081	nuclear envelope disassembly	http://amigo.geneontology.org/amigo/term/GO:0051081	13	5	0.704780680137999	7.0944055944056	0.000411306227992236	0.0097422784797659	891;983;5347;7443;9133	CCNB2;PLK1;CDK1;CCNB1;VRK1	geneontology_Biological_Process
GO:0007276	gamete generation	http://amigo.geneontology.org/amigo/term/GO:0007276	424	40	22.9866929521932	1.7401372212693	0.000417572294543422	0.00984948649754297	675;891;995;1080;1869;2069;2175;2177;2189;2707;3014;3148;3206;3833;4436;4603;5347;5901;6098;6690;6790;7153;7272;7704;8061;9232;9319;10406;23397;26256;26271;27306;29127;55723;81624;81930;83990;84515;84688;259266	TTK;NCAPH;TOP2A;KIFC1;RACGAP1;ASPM;PLK1;BRIP1;CCNB1;CDC25C;FANCD2;TRIP13;DIAPH3;ASF1B;AURKA;KIF18A;FBXO5;E2F1;FANCA;FANCG;MCM8;BRCA2;MSH2;HMGB2;PTTG1;RAN;H2AFX;MYBL1;HPGDS;WFDC2;ZBTB16;CFTR;ROS1;HOXA10;FOSL1;C9orf24;CABYR;SPINK1;EREG;GJB3	geneontology_Biological_Process
GO:0032506	cytokinetic process	http://amigo.geneontology.org/amigo/term/GO:0032506	35	8	1.89748644652538	4.2161038961039	0.000453993562932409	0.0106200725609932	1894;9212;9493;9585;10112;29127;54443;55165	KIF23;ANLN;RACGAP1;CEP55;AURKB;KIF20A;KIF20B;ECT2	geneontology_Biological_Process
GO:0051445	regulation of meiotic cell cycle	http://amigo.geneontology.org/amigo/term/GO:0051445	35	8	1.89748644652538	4.2161038961039	0.000453993562932409	0.0106200725609932	991;993;995;1843;7272;9319;26271;259266	TTK;ASPM;CDC20;CDC25A;CDC25C;TRIP13;FBXO5;DUSP1	geneontology_Biological_Process
GO:0031639	plasminogen activation	http://amigo.geneontology.org/amigo/term/GO:0031639	20	6	1.08427796944308	5.53363636363636	0.000498165619584934	0.0115578507068455	350;1361;2243;2244;5328;7123	CLEC3B;CPB2;PLAU;FGB;APOH;FGA	geneontology_Biological_Process
GO:0042276	error-prone translesion synthesis	http://amigo.geneontology.org/amigo/term/GO:0042276	20	6	1.08427796944308	5.53363636363636	0.000498165619584934	0.0115578507068455	5111;5427;5982;5983;5984;5985	RFC4;RFC5;POLE2;RFC3;RFC2;PCNA	geneontology_Biological_Process
GO:0009112	nucleobase metabolic process	http://amigo.geneontology.org/amigo/term/GO:0009112	28	7	1.51798915722031	4.61136363636364	0.000578016290110339	0.0133557151767944	790;1373;6240;7298;8833;10606;56952	TYMS;GMPS;RRM1;PAICS;CAD;PRTFDC1;CPS1	geneontology_Biological_Process
GO:2000781	positive regulation of double-strand break repair	http://amigo.geneontology.org/amigo/term/GO:2000781	14	5	0.758994578610153	6.58766233766234	0.000611451384261663	0.0140708385622166	641;1663;2187;2305;8914	FOXM1;BLM;TIMELESS;FANCB;DDX11	geneontology_Biological_Process
